#water_vapour=f(CIBR)=square(b0*log10(CIBR)+b1)
#CIBR=Band_in_WV/Band_out_WV
#Sentinel 2-> CIBR= Band_9/Band_8A
#WV[g/cm2]
surface_reflectance;sun_zenith;view_zenith;azimuth;ground_altitude;b0;b1
0.1;60;15;45;0.5;-2.11228758926;-0.0735643628703
0.1;60;15;45;1.0;-2.1401114621;-0.0699085482068
0.1;60;15;45;1.5;-2.23045702762;-0.0935937226955
0.1;60;15;45;2.0;-2.28907259706;-0.100978594329
0.1;60;15;45;3.0;-2.32424163591;-0.093954044553
0.1;60;15;45;4.0;-2.45326848705;-0.114900242145
0.1;60;15;90;0.0;-2.12301211419;-0.0795860570658
0.1;60;15;90;0.5;-2.08255521106;-0.064342152397
0.1;60;15;90;1.0;-2.11928485292;-0.0640020144427
0.1;60;15;90;1.5;-2.18879359914;-0.0813387484399
0.1;60;15;90;2.0;-2.27705481626;-0.0988305392873
0.1;60;15;90;3.0;-2.30128807978;-0.092243994738
0.1;60;15;90;4.0;-2.43779271811;-0.111641572858
0.1;60;15;125;0.0;-2.09165326556;-0.0806938430589
0.1;60;15;125;0.5;-2.07255315567;-0.062649692366
0.1;60;15;125;1.0;-2.10972733537;-0.0671148525245
0.1;60;15;125;1.5;-2.21337075773;-0.0877544897491
0.1;60;15;125;2.0;-2.25792785252;-0.0938039200376
0.1;60;15;125;3.0;-2.29719439547;-0.0862229274275
0.1;60;15;125;4.0;-2.44143045108;-0.113280711027
0.1;60;15;180;0.0;-2.09393066151;-0.0785466458815
0.1;60;15;180;0.5;-2.05869678189;-0.0573748332664
0.1;60;15;180;1.0;-2.10884934172;-0.0687874313445
0.1;60;15;180;1.5;-2.18623035184;-0.0815799818001
0.1;60;15;180;2.0;-2.26118278114;-0.0992019358279
0.1;60;15;180;3.0;-2.30453831614;-0.094419517124
0.1;60;15;180;4.0;-2.44981439452;-0.11492767613
0.1;60;20;0;0.0;-2.17859846769;-0.107179249526
0.1;60;20;0;0.5;-2.18559062095;-0.0925640258718
0.1;60;20;0;1.0;-2.17314701205;-0.0795232751275
0.1;60;20;0;1.5;-2.25321118216;-0.0958971331807
0.1;60;20;0;2.0;-2.33353076604;-0.112864914619
0.1;60;20;0;3.0;-2.34751960897;-0.0981100461637
0.1;60;20;0;4.0;-2.46643842145;-0.114654111415
0.1;60;20;45;0.0;-2.15951123746;-0.0950892126272
0.1;60;20;45;0.5;-2.11255288415;-0.0735467518606
0.1;60;20;45;1.0;-2.14246899361;-0.0746694282082
0.1;60;20;45;1.5;-2.26042181692;-0.10584800065
0.1;60;20;45;2.0;-2.30609620595;-0.105716570495
0.1;60;20;45;3.0;-2.32203510265;-0.0965030803991
0.1;60;20;45;4.0;-2.47082018648;-0.120976912688
0.1;60;20;90;0.0;-2.0865567175;-0.0795592178748
0.1;60;20;90;0.5;-2.09101840382;-0.0735500196948
0.1;60;20;90;1.0;-2.12006573013;-0.0658641767029
0.1;60;20;90;1.5;-2.20509665758;-0.0866355729167
0.1;60;20;90;2.0;-2.27472447719;-0.1063013145
0.1;60;20;90;3.0;-2.30515007075;-0.0962671767475
0.1;60;20;90;4.0;-2.42100813354;-0.106494459587
0.1;60;20;125;0.0;-2.13576851778;-0.093448563285
0.1;60;20;125;0.5;-2.07144882561;-0.0639243002937
0.1;60;20;125;1.0;-2.09898487934;-0.0628389481184
0.1;60;20;125;1.5;-2.17146171229;-0.0800470929743
0.1;60;20;125;2.0;-2.25075230027;-0.0972542308987
0.1;60;20;125;3.0;-2.2930643585;-0.0975287560618
0.1;60;20;125;4.0;-2.44349801067;-0.113906257128
0.1;60;20;180;0.0;-2.07655087186;-0.0732302473963
0.1;60;20;180;0.5;-2.09285753635;-0.0682195290309
0.1;60;20;180;1.0;-2.09979763328;-0.0641745772146
0.1;60;20;180;1.5;-2.19528864484;-0.091103286061
0.1;60;20;180;2.0;-2.26273715844;-0.100899136644
0.1;60;20;180;3.0;-2.28083886997;-0.0918916774882
0.1;60;20;180;4.0;-2.44873458664;-0.120127160387
0.2;0;0;0;0.0;-2.35848385845;-0.0342609438371
0.2;0;0;0;0.5;-2.36835656641;-0.0286281346093
0.2;0;0;0;1.0;-2.45466991867;-0.0421459484822
0.2;0;0;0;1.5;-2.57930722242;-0.0657511384335
0.2;0;0;0;2.0;-2.71094205626;-0.0930713973175
0.2;0;0;0;3.0;-2.78324582397;-0.0899658898391
0.2;0;0;0;4.0;-2.9979467057;-0.111959223135
0.2;0;0;45;0.0;-2.3605475819;-0.0354755751783
0.2;0;0;45;0.5;-2.36330230758;-0.0247736836535
0.2;0;0;45;1.0;-2.44242117352;-0.0409994745914
0.2;0;0;45;1.5;-2.56766247886;-0.0629796991296
0.2;0;0;45;2.0;-2.67991908793;-0.0859279865331
0.2;0;0;45;3.0;-2.78102596823;-0.0870109288619
0.2;0;0;45;4.0;-3.00623133581;-0.120686817802
0.2;0;0;90;0.0;-2.37325652873;-0.0375350602914
0.2;0;0;90;0.5;-2.36666633278;-0.0286803341649
0.2;0;0;90;1.0;-2.46210361273;-0.0454366410763
0.2;0;0;90;1.5;-2.5871409812;-0.0708328301887
0.2;0;0;90;2.0;-2.69006885722;-0.0858899291388
0.2;0;0;90;3.0;-2.76880151779;-0.0839299263784
0.2;0;0;90;4.0;-3.01762569855;-0.120865062813
0.2;0;0;125;0.0;-2.33598652746;-0.0261870673773
0.2;0;0;125;0.5;-2.38934123181;-0.0324582447463
0.2;0;0;125;1.0;-2.46860313709;-0.0495704158919
0.2;0;0;125;1.5;-2.60228700042;-0.076390179908
0.2;0;0;125;2.0;-2.68040425481;-0.0875186529003
0.2;0;0;125;3.0;-2.79101833185;-0.0931333208881
0.2;0;0;125;4.0;-2.9797339107;-0.117733927853
0.2;0;0;180;0.0;-2.35730172847;-0.0323867417961
0.2;0;0;180;0.5;-2.35999083865;-0.0241013671617
0.2;0;0;180;1.0;-2.45691871821;-0.0455468320438
0.2;0;0;180;1.5;-2.57777622623;-0.0690795705847
0.2;0;0;180;2.0;-2.68900956759;-0.0885436469452
0.2;0;0;180;3.0;-2.76584350225;-0.0849061084468
0.2;0;0;180;4.0;-2.99567396113;-0.115877425862
0.2;0;5;0;0.0;-2.34481819099;-0.0303767023901
0.2;0;5;0;0.5;-2.36925397894;-0.0272247658918
0.2;0;5;0;1.0;-2.44935165731;-0.0431940168382
0.2;0;5;0;1.5;-2.56776111803;-0.0664217119612
0.2;0;5;0;2.0;-2.6898337094;-0.0909063884629
0.2;0;5;0;3.0;-2.79085230204;-0.0923165884232
0.2;0;5;0;4.0;-2.98437143371;-0.113786105881
0.2;0;5;45;0.0;-2.38589380038;-0.0439733469411
0.2;0;5;45;0.5;-2.35924657216;-0.0256929697501
0.2;0;5;45;1.0;-2.42273056248;-0.0334057085545
0.2;0;5;45;1.5;-2.6122071094;-0.0786946202843
0.2;0;5;45;2.0;-2.70171949732;-0.0937684914152
0.2;0;5;45;3.0;-2.80342756738;-0.0972913766265
0.2;0;5;45;4.0;-3.00601611181;-0.121159966497
0.2;0;5;90;0.0;-2.35013140813;-0.0300494055691
0.2;0;5;90;0.5;-2.35415169098;-0.0268544299047
0.2;0;5;90;1.0;-2.42171636029;-0.0352060268359
0.2;0;5;90;1.5;-2.57134449506;-0.0672440412852
0.2;0;5;90;2.0;-2.67350874483;-0.0851790742989
0.2;0;5;90;3.0;-2.76968347845;-0.0861085601447
0.2;0;5;90;4.0;-2.96504901718;-0.11196443821
0.2;0;5;125;0.0;-2.37370648005;-0.0416922759051
0.2;0;5;125;0.5;-2.36329058925;-0.0270340357199
0.2;0;5;125;1.0;-2.43555096713;-0.0383102979507
0.2;0;5;125;1.5;-2.60904355588;-0.0811145134414
0.2;0;5;125;2.0;-2.70198617473;-0.091416493715
0.2;0;5;125;3.0;-2.76589647414;-0.0816138956798
0.2;0;5;125;4.0;-3.00157084087;-0.121034422961
0.2;0;5;180;0.0;-2.31441066852;-0.024263420651
0.2;0;5;180;0.5;-2.3402293104;-0.0204727733291
0.2;0;5;180;1.0;-2.42669700784;-0.0363237282138
0.2;0;5;180;1.5;-2.56402114474;-0.0637211494805
0.2;0;5;180;2.0;-2.66214421789;-0.0838070264825
0.2;0;5;180;3.0;-2.79309499888;-0.0926107559776
0.2;0;5;180;4.0;-2.98933403081;-0.116214096192
0.2;0;10;0;0.0;-2.33962459398;-0.0307312210547
0.2;0;10;0;0.5;-2.37276669734;-0.0349250319045
0.2;0;10;0;1.0;-2.44090027557;-0.0451500240676
0.2;0;10;0;1.5;-2.57215158161;-0.0680019423217
0.2;0;10;0;2.0;-2.67619040522;-0.0880601914356
0.2;0;10;0;3.0;-2.78103832772;-0.0934488068866
0.2;0;10;0;4.0;-2.99909124976;-0.119260587198
0.2;0;10;45;0.0;-2.36718829876;-0.0417840433494
0.2;0;10;45;0.5;-2.35142989241;-0.0257921642656
0.2;0;10;45;1.0;-2.41574616884;-0.0357082506398
0.2;0;10;45;1.5;-2.54532369901;-0.0596997855357
0.2;0;10;45;2.0;-2.68228260158;-0.0898282606287
0.2;0;10;45;3.0;-2.75461893397;-0.0851753159351
0.2;0;10;45;4.0;-2.97211938155;-0.115300535252
0.2;0;10;90;0.0;-2.34441910446;-0.0345535883743
0.2;0;10;90;0.5;-2.34319806419;-0.0207268763122
0.2;0;10;90;1.0;-2.41637123035;-0.0380697767073
0.2;0;10;90;1.5;-2.61911652965;-0.0793118215179
0.2;0;10;90;2.0;-2.66876373371;-0.0833596735831
0.2;0;10;90;3.0;-2.76618885944;-0.0891077669943
0.2;0;10;90;4.0;-2.98959824543;-0.11762803572
0.2;0;10;125;0.0;-2.31913058566;-0.0288181150962
0.2;0;10;125;0.5;-2.34289950727;-0.0214978713033
0.2;0;10;125;1.0;-2.43060855091;-0.0391863506165
0.2;0;10;125;1.5;-2.58605955197;-0.0736932439955
0.2;0;10;125;2.0;-2.66878256654;-0.0859114648148
0.2;0;10;125;3.0;-2.75732049487;-0.0863062505486
0.2;0;10;125;4.0;-3.01077328437;-0.124298178651
0.2;0;10;180;0.0;-2.35115869247;-0.0332569180888
0.2;0;10;180;0.5;-2.3356938136;-0.0231558885309
0.2;0;10;180;1.0;-2.4431074468;-0.0466045938512
0.2;0;10;180;1.5;-2.58427111664;-0.0722131289251
0.2;0;10;180;2.0;-2.68667751396;-0.092131230894
0.2;0;10;180;3.0;-2.76397376506;-0.0892110907553
0.2;0;10;180;4.0;-2.98384638907;-0.116981354217
0.2;0;15;0;0.0;-2.31940460025;-0.0304199048403
0.2;0;15;0;0.5;-2.33944012958;-0.0262144655286
0.2;0;15;0;1.0;-2.4082114238;-0.0369232415254
0.2;0;15;0;1.5;-2.56349826722;-0.0720351750137
0.2;0;15;0;2.0;-2.65873289657;-0.0866354914895
0.2;0;15;0;3.0;-2.74434336255;-0.0855043950511
0.2;0;15;0;4.0;-2.97822415438;-0.119585989812
0.2;0;15;45;0.0;-2.32679847007;-0.0282215611276
0.2;0;15;45;0.5;-2.32147512802;-0.0214198190055
0.2;0;15;45;1.0;-2.4117493853;-0.0368549293306
0.2;0;15;45;1.5;-2.56242195326;-0.0683948594361
0.2;0;15;45;2.0;-2.67522647275;-0.0902417975837
0.2;0;15;45;3.0;-2.74357321228;-0.0852145881583
0.2;0;15;45;4.0;-2.96324452318;-0.115141116328
0.2;0;15;90;0.0;-2.31305269215;-0.0259457316021
0.2;0;15;90;0.5;-2.32100821706;-0.0195188165553
0.2;0;15;90;1.0;-2.40524656036;-0.0360669718208
0.2;0;15;90;1.5;-2.54999380607;-0.0655780089333
0.2;0;15;90;2.0;-2.65860412375;-0.0870464602019
0.2;0;15;90;3.0;-2.72262429039;-0.0772018761288
0.2;0;15;90;4.0;-2.96436643369;-0.116106645209
0.2;0;15;125;0.0;-2.36019911618;-0.0420637220289
0.2;0;15;125;0.5;-2.33381700887;-0.0259774968363
0.2;0;15;125;1.0;-2.42281580189;-0.0422272001875
0.2;0;15;125;1.5;-2.55626164171;-0.066718248516
0.2;0;15;125;2.0;-2.65869766677;-0.0862266037814
0.2;0;15;125;3.0;-2.74792650454;-0.0856727216297
0.2;0;15;125;4.0;-2.96732254859;-0.115944482738
0.2;0;15;180;0.0;-2.347318608;-0.033518301636
0.2;0;15;180;0.5;-2.35217086362;-0.0238451090571
0.2;0;15;180;1.0;-2.40844036798;-0.0364850010872
0.2;0;15;180;1.5;-2.59005914231;-0.0774859940774
0.2;0;15;180;2.0;-2.68314364344;-0.0921826781432
0.2;0;15;180;3.0;-2.76026150663;-0.0908085329133
0.2;0;15;180;4.0;-2.93878462542;-0.108771021659
0.2;0;20;0;0.0;-2.34154216058;-0.0388355573029
0.2;0;20;0;0.5;-2.30057690554;-0.0171961603913
0.2;0;20;0;1.0;-2.38833915989;-0.0321147317836
0.2;0;20;0;1.5;-2.53968156798;-0.0672896676924
0.2;0;20;0;2.0;-2.62741013665;-0.0800714609719
0.2;0;20;0;3.0;-2.7359353359;-0.0838373943238
0.2;0;20;0;4.0;-2.96101378469;-0.120506210616
0.2;0;20;45;0.0;-2.29337808026;-0.0262649064728
0.2;0;20;45;0.5;-2.30288122833;-0.0197453796129
0.2;0;20;45;1.0;-2.3914231515;-0.0349685279051
0.2;0;20;45;1.5;-2.53408886573;-0.0619126758471
0.2;0;20;45;2.0;-2.6242635347;-0.0780353936923
0.2;0;20;45;3.0;-2.71006485151;-0.0804764584616
0.2;0;20;45;4.0;-2.92484457379;-0.108844954792
0.2;0;20;90;0.0;-2.30864424381;-0.0282540898912
0.2;0;20;90;0.5;-2.30399452041;-0.0166338969376
0.2;0;20;90;1.0;-2.38523806812;-0.0314191415039
0.2;0;20;90;1.5;-2.52030954724;-0.0615726023411
0.2;0;20;90;2.0;-2.63807123207;-0.0825106169039
0.2;0;20;90;3.0;-2.71434558406;-0.0816102900209
0.2;0;20;90;4.0;-2.93338260862;-0.113753679985
0.2;0;20;125;0.0;-2.34171378965;-0.0416302181611
0.2;0;20;125;0.5;-2.31470732842;-0.0217382899303
0.2;0;20;125;1.0;-2.38651068089;-0.0365431502324
0.2;0;20;125;1.5;-2.50682832487;-0.0586591010877
0.2;0;20;125;2.0;-2.63420645396;-0.0797827472343
0.2;0;20;125;3.0;-2.72362102471;-0.0825094232484
0.2;0;20;125;4.0;-2.94936440498;-0.117147143659
0.2;0;20;180;0.0;-2.27082696068;-0.0212128670887
0.2;0;20;180;0.5;-2.30368927382;-0.020318103929
0.2;0;20;180;1.0;-2.38602790345;-0.0320631461899
0.2;0;20;180;1.5;-2.53772835187;-0.0681607004694
0.2;0;20;180;2.0;-2.63479226206;-0.0829808787423
0.2;0;20;180;3.0;-2.72776587007;-0.0862107794782
0.2;0;20;180;4.0;-2.9300673967;-0.114906567367
0.2;15;0;0;0.0;-2.34783041456;-0.0394198473157
0.2;15;0;0;0.5;-2.33557900008;-0.0283778697546
0.2;15;0;0;1.0;-2.40418976328;-0.0373323900504
0.2;15;0;0;1.5;-2.52919937696;-0.0622080162249
0.2;15;0;0;2.0;-2.6631824234;-0.0885205202963
0.2;15;0;0;3.0;-2.74709541371;-0.0875744253334
0.2;15;0;0;4.0;-2.96570599469;-0.119728024816
0.2;15;0;45;0.0;-2.33056213687;-0.0340629545889
0.2;15;0;45;0.5;-2.32612480195;-0.0248924495945
0.2;15;0;45;1.0;-2.41606220124;-0.0416288471384
0.2;15;0;45;1.5;-2.56445861177;-0.0687434930466
0.2;15;0;45;2.0;-2.65889891237;-0.0852112499811
0.2;15;0;45;3.0;-2.74366039402;-0.0856132190264
0.2;15;0;45;4.0;-2.95263198298;-0.115014951715
0.2;15;0;90;0.0;-2.33322175596;-0.0348057045732
0.2;15;0;90;0.5;-2.31873004058;-0.0207832841628
0.2;15;0;90;1.0;-2.39891139635;-0.0347625736077
0.2;15;0;90;1.5;-2.53209013037;-0.059580632774
0.2;15;0;90;2.0;-2.65411972841;-0.0834553243599
0.2;15;0;90;3.0;-2.74547725736;-0.0864048321523
0.2;15;0;90;4.0;-2.96757240967;-0.117596374936
0.2;15;0;125;0.0;-2.35762167138;-0.0392902197146
0.2;15;0;125;0.5;-2.31953709184;-0.021476324158
0.2;15;0;125;1.0;-2.41480999662;-0.0352059993963
0.2;15;0;125;1.5;-2.5411063089;-0.0647690924122
0.2;15;0;125;2.0;-2.66469201959;-0.0836292566504
0.2;15;0;125;3.0;-2.72490090899;-0.0804021195852
0.2;15;0;125;4.0;-2.97110923017;-0.117975693087
0.2;15;0;180;0.0;-2.32422117803;-0.0304329901858
0.2;15;0;180;0.5;-2.33325395444;-0.0243092205043
0.2;15;0;180;1.0;-2.40824982646;-0.0386000537878
0.2;15;0;180;1.5;-2.59010255964;-0.0770230546812
0.2;15;0;180;2.0;-2.6481546389;-0.0822890413743
0.2;15;0;180;3.0;-2.74219315317;-0.0829958462833
0.2;15;0;180;4.0;-2.96197826897;-0.118249239501
0.2;15;5;0;0.0;-2.31752135609;-0.0292463530167
0.2;15;5;0;0.5;-2.35424174947;-0.0323488673268
0.2;15;5;0;1.0;-2.42410809578;-0.0443890267973
0.2;15;5;0;1.5;-2.52852768688;-0.0626908833681
0.2;15;5;0;2.0;-2.66600174689;-0.08969524969
0.2;15;5;0;3.0;-2.73860909965;-0.0853697354302
0.2;15;5;0;4.0;-2.94726542054;-0.112260170687
0.2;15;5;45;0.0;-2.36875793801;-0.0433359296028
0.2;15;5;45;0.5;-2.33670368262;-0.0259723299332
0.2;15;5;45;1.0;-2.40466612706;-0.0362278638505
0.2;15;5;45;1.5;-2.51613703861;-0.0562809335594
0.2;15;5;45;2.0;-2.66501595516;-0.087462821265
0.2;15;5;45;3.0;-2.75947289772;-0.091486216776
0.2;15;5;45;4.0;-2.96807657151;-0.118109247004
0.2;15;5;90;0.0;-2.3084404869;-0.0265662674921
0.2;15;5;90;0.5;-2.33683569821;-0.0288575134381
0.2;15;5;90;1.0;-2.41318061147;-0.0405444308142
0.2;15;5;90;1.5;-2.54178051652;-0.0629854582433
0.2;15;5;90;2.0;-2.64696950478;-0.0829257770209
0.2;15;5;90;3.0;-2.74333589513;-0.0867721777319
0.2;15;5;90;4.0;-2.9520152574;-0.112177614844
0.2;15;5;125;0.0;-2.2984215655;-0.0296647241833
0.2;15;5;125;0.5;-2.32539130054;-0.022727850527
0.2;15;5;125;1.0;-2.40373873515;-0.0378961519891
0.2;15;5;125;1.5;-2.57174867923;-0.0731740439888
0.2;15;5;125;2.0;-2.64094219959;-0.0843007372067
0.2;15;5;125;3.0;-2.7348759638;-0.0839932682005
0.2;15;5;125;4.0;-2.94270700271;-0.113317997222
0.2;15;5;180;0.0;-2.34445811378;-0.0361669277087
0.2;15;5;180;0.5;-2.32958330506;-0.0251057159653
0.2;15;5;180;1.0;-2.38961812609;-0.0329860832039
0.2;15;5;180;1.5;-2.50159088701;-0.0570441895434
0.2;15;5;180;2.0;-2.66235461948;-0.086925872294
0.2;15;5;180;3.0;-2.73567755053;-0.0814647971111
0.2;15;5;180;4.0;-2.9559648946;-0.114487895829
0.2;15;10;0;0.0;-2.33356532604;-0.0360038893529
0.2;15;10;0;0.5;-2.33602115508;-0.0273823660165
0.2;15;10;0;1.0;-2.4147612997;-0.0434032321306
0.2;15;10;0;1.5;-2.54694721002;-0.0665632384786
0.2;15;10;0;2.0;-2.657885876;-0.0882465446156
0.2;15;10;0;3.0;-2.74163463241;-0.0852252147466
0.2;15;10;0;4.0;-2.94166960472;-0.113442375112
0.2;15;10;45;0.0;-2.34360020896;-0.0338375067162
0.2;15;10;45;0.5;-2.33258976213;-0.028617363317
0.2;15;10;45;1.0;-2.40397475963;-0.0374484512753
0.2;15;10;45;1.5;-2.5903663894;-0.079295809242
0.2;15;10;45;2.0;-2.64305221282;-0.081619353454
0.2;15;10;45;3.0;-2.73681815893;-0.0846820648172
0.2;15;10;45;4.0;-2.93834074407;-0.10983014291
0.2;15;10;90;0.0;-2.34840132511;-0.0406787727783
0.2;15;10;90;0.5;-2.29767573865;-0.0174550389402
0.2;15;10;90;1.0;-2.39482765736;-0.0345776861843
0.2;15;10;90;1.5;-2.51304591215;-0.0556455343934
0.2;15;10;90;2.0;-2.64823788193;-0.0870182857827
0.2;15;10;90;3.0;-2.71518798773;-0.0804387033589
0.2;15;10;90;4.0;-2.93106687109;-0.108529875044
0.2;15;10;125;0.0;-2.32863539511;-0.034552657542
0.2;15;10;125;0.5;-2.31924575627;-0.0223080434519
0.2;15;10;125;1.0;-2.39399816696;-0.0350195839375
0.2;15;10;125;1.5;-2.52882966096;-0.0637626386621
0.2;15;10;125;2.0;-2.63569804181;-0.0801478649203
0.2;15;10;125;3.0;-2.7201329443;-0.0852655412794
0.2;15;10;125;4.0;-2.93721535985;-0.112327233724
0.2;15;10;180;0.0;-2.30536518581;-0.0262971649027
0.2;15;10;180;0.5;-2.31264691786;-0.0219029985551
0.2;15;10;180;1.0;-2.42401132284;-0.0436909254762
0.2;15;10;180;1.5;-2.5086867505;-0.0587625278131
0.2;15;10;180;2.0;-2.64439618567;-0.0865606812206
0.2;15;10;180;3.0;-2.73981980597;-0.0858672799863
0.2;15;10;180;4.0;-2.95656978277;-0.118818002134
0.2;15;15;0;0.0;-2.32610624494;-0.0338619353731
0.2;15;15;0;0.5;-2.34672685922;-0.0315569449202
0.2;15;15;0;1.0;-2.40751433735;-0.0415629728417
0.2;15;15;0;1.5;-2.58385627728;-0.0774548155179
0.2;15;15;0;2.0;-2.66761613237;-0.0922086913933
0.2;15;15;0;3.0;-2.75315868257;-0.0915490717834
0.2;15;15;0;4.0;-2.93223332075;-0.113681153116
0.2;15;15;45;0.0;-2.30707078213;-0.0291712435299
0.2;15;15;45;0.5;-2.31561062255;-0.0229525894696
0.2;15;15;45;1.0;-2.37862090758;-0.0321349598503
0.2;15;15;45;1.5;-2.52754364767;-0.0665695770662
0.2;15;15;45;2.0;-2.64284473831;-0.0879722926389
0.2;15;15;45;3.0;-2.73046893258;-0.0906715962926
0.2;15;15;45;4.0;-2.92432682942;-0.114950728104
0.2;15;15;90;0.0;-2.3116854501;-0.0352490510525
0.2;15;15;90;0.5;-2.31309183832;-0.0237001247665
0.2;15;15;90;1.0;-2.38617959776;-0.0361017294693
0.2;15;15;90;1.5;-2.49896737109;-0.0542645033682
0.2;15;15;90;2.0;-2.63152979855;-0.0822816533871
0.2;15;15;90;3.0;-2.70531376941;-0.0778259775771
0.2;15;15;90;4.0;-2.92571275477;-0.111342701381
0.2;15;15;125;0.0;-2.27104777007;-0.0210644651852
0.2;15;15;125;0.5;-2.30620178713;-0.0225507507985
0.2;15;15;125;1.0;-2.37455790728;-0.0335271647835
0.2;15;15;125;1.5;-2.53268578566;-0.0661544416966
0.2;15;15;125;2.0;-2.61435277606;-0.080140072565
0.2;15;15;125;3.0;-2.7208535672;-0.0853181631305
0.2;15;15;125;4.0;-2.93188996883;-0.113512611081
0.2;15;15;180;0.0;-2.28411611834;-0.0246970146748
0.2;15;15;180;0.5;-2.3003716479;-0.0174195042342
0.2;15;15;180;1.0;-2.37995859974;-0.0336279312361
0.2;15;15;180;1.5;-2.51634724963;-0.0636128405218
0.2;15;15;180;2.0;-2.62501629856;-0.084323765071
0.2;15;15;180;3.0;-2.70866473384;-0.0835473102045
0.2;15;15;180;4.0;-2.92636762092;-0.110666532113
0.2;15;20;0;0.0;-2.3087668177;-0.0358008961214
0.2;15;20;0;0.5;-2.3064519126;-0.0241092860935
0.2;15;20;0;1.0;-2.3865161443;-0.0374178117796
0.2;15;20;0;1.5;-2.52120359223;-0.0679974328285
0.2;15;20;0;2.0;-2.63237843206;-0.0891486344726
0.2;15;20;0;3.0;-2.70906535537;-0.0869618152242
0.2;15;20;0;4.0;-2.91582922914;-0.11338514884
0.2;15;20;45;0.0;-2.3159857901;-0.0364947069679
0.2;15;20;45;0.5;-2.2847668415;-0.0169319702615
0.2;15;20;45;1.0;-2.37204922442;-0.0347654116175
0.2;15;20;45;1.5;-2.49983037048;-0.0618619832955
0.2;15;20;45;2.0;-2.62720114609;-0.0858336030986
0.2;15;20;45;3.0;-2.71387794532;-0.0871270770247
0.2;15;20;45;4.0;-2.90377480819;-0.10860751936
0.2;15;20;90;0.0;-2.29485898818;-0.0304225235384
0.2;15;20;90;0.5;-2.30062438257;-0.0235654550269
0.2;15;20;90;1.0;-2.35907890611;-0.0276165880392
0.2;15;20;90;1.5;-2.48675028809;-0.0603274168472
0.2;15;20;90;2.0;-2.59738094894;-0.0790765717307
0.2;15;20;90;3.0;-2.68328243708;-0.076993606182
0.2;15;20;90;4.0;-2.91259465666;-0.109707841985
0.2;15;20;125;0.0;-2.31333617216;-0.0361316299557
0.2;15;20;125;0.5;-2.28273432831;-0.0179685130361
0.2;15;20;125;1.0;-2.35909839567;-0.0333787152088
0.2;15;20;125;1.5;-2.49897759566;-0.0603509356718
0.2;15;20;125;2.0;-2.5907857454;-0.0782573397524
0.2;15;20;125;3.0;-2.69656367012;-0.0845649086506
0.2;15;20;125;4.0;-2.908827146;-0.112154807892
0.2;15;20;180;0.0;-2.25736447938;-0.0219655208122
0.2;15;20;180;0.5;-2.27961881781;-0.0204431789982
0.2;15;20;180;1.0;-2.35140890859;-0.0275424509009
0.2;15;20;180;1.5;-2.51602150491;-0.0683160605034
0.2;15;20;180;2.0;-2.58749408868;-0.07508924803
0.2;15;20;180;3.0;-2.6976204773;-0.0856331113067
0.2;15;20;180;4.0;-2.86832975868;-0.0980212236762
0.2;30;0;0;0.0;-2.23997131556;-0.0255666621155
0.2;30;0;0;0.5;-2.25197161248;-0.0191197745341
0.2;30;0;0;1.0;-2.32187784394;-0.0298742769039
0.2;30;0;0;1.5;-2.46124502724;-0.0614094030643
0.2;30;0;0;2.0;-2.58282080954;-0.0864425227824
0.2;30;0;0;3.0;-2.64604214261;-0.0805397743662
0.2;30;0;0;4.0;-2.88054633849;-0.111886449355
0.2;30;0;45;0.0;-2.2567637814;-0.0293812079866
0.2;30;0;45;0.5;-2.25719794761;-0.0181501815875
0.2;30;0;45;1.0;-2.31947775185;-0.03237667846
0.2;30;0;45;1.5;-2.43769087215;-0.0558263285876
0.2;30;0;45;2.0;-2.55874878923;-0.0800647745376
0.2;30;0;45;3.0;-2.64206804917;-0.0769375241286
0.2;30;0;45;4.0;-2.85661728938;-0.10933977485
0.2;30;0;90;0.0;-2.21810608249;-0.0167801656405
0.2;30;0;90;0.5;-2.2335584807;-0.0129869514371
0.2;30;0;90;1.0;-2.3333500559;-0.0352415059417
0.2;30;0;90;1.5;-2.45202363701;-0.0554137932966
0.2;30;0;90;2.0;-2.55165457672;-0.0737623806659
0.2;30;0;90;3.0;-2.66010324794;-0.0824805954906
0.2;30;0;90;4.0;-2.85827088608;-0.107525682564
0.2;30;0;125;0.0;-2.24521929998;-0.0264511036243
0.2;30;0;125;0.5;-2.25132701074;-0.0202816323589
0.2;30;0;125;1.0;-2.32055978252;-0.0300978019227
0.2;30;0;125;1.5;-2.51463914498;-0.078543437516
0.2;30;0;125;2.0;-2.56837498979;-0.0795579294308
0.2;30;0;125;3.0;-2.64553838331;-0.0791751611618
0.2;30;0;125;4.0;-2.85938527093;-0.107673160495
0.2;30;0;180;0.0;-2.19440228196;-0.0117518474031
0.2;30;0;180;0.5;-2.2401827698;-0.0149211018367
0.2;30;0;180;1.0;-2.32223332645;-0.0306658680395
0.2;30;0;180;1.5;-2.45544395678;-0.0579989852648
0.2;30;0;180;2.0;-2.55896181582;-0.0764869395316
0.2;30;0;180;3.0;-2.64756612174;-0.0796588387268
0.2;30;0;180;4.0;-2.86204073168;-0.109305896646
0.2;30;5;0;0.0;-2.2471322287;-0.0277036459663
0.2;30;5;0;0.5;-2.24795429404;-0.0182537985411
0.2;30;5;0;1.0;-2.3171880976;-0.0319621965672
