#water_vapour=f(CIBR)=square(b0*log10(CIBR)+b1)
#CIBR=Band_in_WV/Band_out_WV
#Sentinel 2-> CIBR= Band_9/Band_8A
#WV[g/cm2]
surface_reflectance;sun_zenith;view_zenith;azimuth;ground_altitude;b0;b1
0.6;15;5;45;1.0;-2.3036833048;-0.0144156337824
0.6;15;5;45;1.5;-2.48134834103;-0.0524124256631
0.6;15;5;45;2.0;-2.56249423798;-0.0620874454468
0.6;15;5;45;3.0;-2.68146666424;-0.0730680510334
0.6;15;5;45;4.0;-2.89782060515;-0.100967547512
0.6;15;5;90;0.0;-2.21211735521;-0.00659049228979
0.6;15;5;90;0.5;-2.23470179;-0.00320491678136
0.6;15;5;90;1.0;-2.30061247704;-0.0154754134132
0.6;15;5;90;1.5;-2.43904502811;-0.0419148644888
0.6;15;5;90;2.0;-2.56328181543;-0.0668963714918
0.6;15;5;90;3.0;-2.68822628735;-0.0747177911976
0.6;15;5;90;4.0;-2.89211424425;-0.0992575733223
0.6;15;5;125;0.0;-2.19795541182;-0.00264261954781
0.6;15;5;125;0.5;-2.21549885028;0.00224067601418
0.6;15;5;125;1.0;-2.3040019215;-0.0140922990235
0.6;15;5;125;1.5;-2.44275648609;-0.0435712190702
0.6;15;5;125;2.0;-2.56387267663;-0.0629291480962
0.6;15;5;125;3.0;-2.65508130159;-0.0625960875003
0.6;15;5;125;4.0;-2.9060056874;-0.102468840079
0.6;15;5;180;0.0;-2.21031288692;-0.0027559948461
0.6;15;5;180;0.5;-2.21920351596;0.00428319828497
0.6;15;5;180;1.0;-2.30165711438;-0.0167504088991
0.6;15;5;180;1.5;-2.46125785602;-0.0467232900215
0.6;15;5;180;2.0;-2.55141982623;-0.0638739982318
0.6;15;5;180;3.0;-2.66845068922;-0.0664126831956
0.6;15;5;180;4.0;-2.88632133005;-0.0994863606869
0.6;15;10;0;0.0;-2.22185050797;-0.0101754427337
0.6;15;10;0;0.5;-2.1995217109;0.00883651558755
0.6;15;10;0;1.0;-2.32738668584;-0.0242569395308
0.6;15;10;0;1.5;-2.47861218667;-0.0543220727309
0.6;15;10;0;2.0;-2.54856278316;-0.0635344573051
0.6;15;10;0;3.0;-2.67591493016;-0.0704890939404
0.6;15;10;0;4.0;-2.90761491873;-0.107865600046
0.6;15;10;45;0.0;-2.19804626245;-0.00486685344881
0.6;15;10;45;0.5;-2.19859423368;0.00906488827847
0.6;15;10;45;1.0;-2.30321507675;-0.0173048642376
0.6;15;10;45;1.5;-2.49054901037;-0.0587760851619
0.6;15;10;45;2.0;-2.56562583928;-0.0673170485427
0.6;15;10;45;3.0;-2.65432739815;-0.0657880187679
0.6;15;10;45;4.0;-2.89717362249;-0.101996052106
0.6;15;10;90;0.0;-2.15925014476;0.00798054554365
0.6;15;10;90;0.5;-2.21955854358;0.00317011550187
0.6;15;10;90;1.0;-2.28014547431;-0.00562356626569
0.6;15;10;90;1.5;-2.4579372101;-0.0474786058692
0.6;15;10;90;2.0;-2.5688630373;-0.0675092864505
0.6;15;10;90;3.0;-2.6452658665;-0.0619048365598
0.6;15;10;90;4.0;-2.89479168343;-0.100825779264
0.6;15;10;125;0.0;-2.21651979439;-0.00910905968114
0.6;15;10;125;0.5;-2.19868137277;0.0040125053739
0.6;15;10;125;1.0;-2.29791880934;-0.0121007239159
0.6;15;10;125;1.5;-2.41897566231;-0.0382965348463
0.6;15;10;125;2.0;-2.54363813643;-0.0605484553914
0.6;15;10;125;3.0;-2.66783394346;-0.0703222589168
0.6;15;10;125;4.0;-2.90987734641;-0.106668771748
0.6;15;10;180;0.0;-2.21601811773;-0.0108788390594
0.6;15;10;180;0.5;-2.20272170536;0.00569205114863
0.6;15;10;180;1.0;-2.28752892877;-0.0100476663204
0.6;15;10;180;1.5;-2.47300864371;-0.0502540069124
0.6;15;10;180;2.0;-2.55688301292;-0.0623465795067
0.6;15;10;180;3.0;-2.65277695518;-0.0652581277408
0.6;15;10;180;4.0;-2.88647745398;-0.100471212474
0.6;15;15;0;0.0;-2.20841768265;-0.0110629713264
0.6;15;15;0;0.5;-2.20250060995;0.00156523597817
0.6;15;15;0;1.0;-2.27544374554;-0.00897275924498
0.6;15;15;0;1.5;-2.45654009345;-0.050721419838
0.6;15;15;0;2.0;-2.54326933639;-0.061321879773
0.6;15;15;0;3.0;-2.66164207722;-0.0671598960914
0.6;15;15;0;4.0;-2.86014975083;-0.095887014488
0.6;15;15;45;0.0;-2.19069909033;-0.00335858851696
0.6;15;15;45;0.5;-2.1958165728;0.00509353826577
0.6;15;15;45;1.0;-2.28874559968;-0.0115675507125
0.6;15;15;45;1.5;-2.45814086143;-0.050742005187
0.6;15;15;45;2.0;-2.54776206252;-0.0648440022474
0.6;15;15;45;3.0;-2.66276243062;-0.0715210984866
0.6;15;15;45;4.0;-2.86551987456;-0.097766710854
0.6;15;15;90;0.0;-2.18609305222;-0.00558751378782
0.6;15;15;90;0.5;-2.19372220837;0.00278173852404
0.6;15;15;90;1.0;-2.3142186014;-0.0208460337556
0.6;15;15;90;1.5;-2.42583997899;-0.0402224900646
0.6;15;15;90;2.0;-2.55262117056;-0.0668144383232
0.6;15;15;90;3.0;-2.66717913872;-0.0761758078721
0.6;15;15;90;4.0;-2.87043657904;-0.0973113145785
0.6;15;15;125;0.0;-2.18263182725;8.86459223493e-06
0.6;15;15;125;0.5;-2.19151730551;0.00756219682369
0.6;15;15;125;1.0;-2.28595824209;-0.0145182536877
0.6;15;15;125;1.5;-2.42697808691;-0.0411878572116
0.6;15;15;125;2.0;-2.54066901589;-0.0645763442879
0.6;15;15;125;3.0;-2.65981297333;-0.0748964077546
0.6;15;15;125;4.0;-2.87088409144;-0.101471994702
0.6;15;15;180;0.0;-2.15581073723;0.00468373565793
0.6;15;15;180;0.5;-2.19686042785;0.00340119125668
0.6;15;15;180;1.0;-2.28279637006;-0.011237496468
0.6;15;15;180;1.5;-2.43400305015;-0.0445962448066
0.6;15;15;180;2.0;-2.54974068691;-0.0669472916834
0.6;15;15;180;3.0;-2.63144233236;-0.0637642405015
0.6;15;15;180;4.0;-2.87651240573;-0.0991013732957
0.6;15;20;0;0.0;-2.1552765496;0.00331912130205
0.6;15;20;0;0.5;-2.18183032247;0.00595207998357
0.6;15;20;0;1.0;-2.2739972091;-0.0121730082716
0.6;15;20;0;1.5;-2.42954981088;-0.0481208274487
0.6;15;20;0;2.0;-2.53278438076;-0.0645317357078
0.6;15;20;0;3.0;-2.63809563221;-0.0663504680633
0.6;15;20;0;4.0;-2.85908525977;-0.101227697564
0.6;15;20;45;0.0;-2.17170759324;-0.0031828055386
0.6;15;20;45;0.5;-2.17735290709;0.00558516413034
0.6;15;20;45;1.0;-2.26955199607;-0.0134274471066
0.6;15;20;45;1.5;-2.43149392621;-0.045397856048
0.6;15;20;45;2.0;-2.53356853415;-0.0667333827179
0.6;15;20;45;3.0;-2.63395255477;-0.068557622595
0.6;15;20;45;4.0;-2.86310342015;-0.101818617873
0.6;15;20;90;0.0;-2.14645174256;0.00587802283483
0.6;15;20;90;0.5;-2.17933447605;0.00689040272518
0.6;15;20;90;1.0;-2.26872614421;-0.0123079895357
0.6;15;20;90;1.5;-2.39473056532;-0.0404101355384
0.6;15;20;90;2.0;-2.52581450944;-0.06422809204
0.6;15;20;90;3.0;-2.62693227258;-0.0678048979993
0.6;15;20;90;4.0;-2.85810639124;-0.100145706697
0.6;15;20;125;0.0;-2.16240371025;0.00189534632423
0.6;15;20;125;0.5;-2.18398185097;0.00211525490766
0.6;15;20;125;1.0;-2.24149007435;-0.00124642850971
0.6;15;20;125;1.5;-2.40897795412;-0.0421314897408
0.6;15;20;125;2.0;-2.52484693164;-0.0643833117534
0.6;15;20;125;3.0;-2.60991911985;-0.0572992571201
0.6;15;20;125;4.0;-2.8416168502;-0.0949469496834
0.6;15;20;180;0.0;-2.16276607845;0.00155694281923
0.6;15;20;180;0.5;-2.17974281303;0.00572849725978
0.6;15;20;180;1.0;-2.25859226254;-0.0093208533881
0.6;15;20;180;1.5;-2.39429511684;-0.039885507876
0.6;15;20;180;2.0;-2.52973608056;-0.0616546023896
0.6;15;20;180;3.0;-2.6322073864;-0.0675438123979
0.6;15;20;180;4.0;-2.83875752445;-0.0946593862169
0.6;30;0;0;0.0;-2.1192089978;0.00576180997221
0.6;30;0;0;0.5;-2.12804909595;0.0104949536995
0.6;30;0;0;1.0;-2.22328972034;-0.00702352632668
0.6;30;0;0;1.5;-2.3952032631;-0.0452099935744
0.6;30;0;0;2.0;-2.47509992976;-0.0599888366096
0.6;30;0;0;3.0;-2.61970526946;-0.0745006929376
0.6;30;0;0;4.0;-2.80646593822;-0.0967334760331
0.6;30;0;45;0.0;-2.11369005756;0.00460382439071
0.6;30;0;45;0.5;-2.13596495671;0.00885740996311
0.6;30;0;45;1.0;-2.22917294639;-0.0120450954147
0.6;30;0;45;1.5;-2.39705357976;-0.0461027879407
0.6;30;0;45;2.0;-2.47052325397;-0.0591475410311
0.6;30;0;45;3.0;-2.57455777544;-0.0610871574935
0.6;30;0;45;4.0;-2.80845980916;-0.095692638858
0.6;30;0;90;0.0;-2.14536674197;-0.00366459739681
0.6;30;0;90;0.5;-2.13728328876;0.006957815989
0.6;30;0;90;1.0;-2.22011628777;-0.00653808699189
0.6;30;0;90;1.5;-2.37938374311;-0.0457472491543
0.6;30;0;90;2.0;-2.47301839974;-0.0583150517339
0.6;30;0;90;3.0;-2.57824575587;-0.0610111889525
0.6;30;0;90;4.0;-2.81390135428;-0.0992030611187
0.6;30;0;125;0.0;-2.10420034027;0.00865909662482
0.6;30;0;125;0.5;-2.15021063594;0.00419533058691
0.6;30;0;125;1.0;-2.21462800293;-0.0080640910938
0.6;30;0;125;1.5;-2.34170292546;-0.0312285644502
0.6;30;0;125;2.0;-2.47318933297;-0.0560189782292
0.6;30;0;125;3.0;-2.58582815906;-0.0660306243588
0.6;30;0;125;4.0;-2.80405303415;-0.0929267828681
0.6;30;0;180;0.0;-2.13128093922;0.000595293325884
0.6;30;0;180;0.5;-2.13047160146;0.00980963605136
0.6;30;0;180;1.0;-2.21772369156;-0.00315816332915
0.6;30;0;180;1.5;-2.40297828346;-0.0528801981555
0.6;30;0;180;2.0;-2.48034611431;-0.0603476435679
0.6;30;0;180;3.0;-2.58248835453;-0.0629335874734
0.6;30;0;180;4.0;-2.79806647276;-0.0921967643917
0.6;30;5;0;0.0;-2.11124399041;0.00851349353726
0.6;30;5;0;0.5;-2.134781154;0.00664013861269
0.6;30;5;0;1.0;-2.2163405522;-0.00674890947646
0.6;30;5;0;1.5;-2.36379918388;-0.037729402423
0.6;30;5;0;2.0;-2.47634002646;-0.0597933332636
0.6;30;5;0;3.0;-2.58599123719;-0.0662414421048
0.6;30;5;0;4.0;-2.81495404882;-0.0992448330242
0.6;30;5;45;0.0;-2.11564909701;0.00392241034041
0.6;30;5;45;0.5;-2.13104367729;0.0124324977176
0.6;30;5;45;1.0;-2.23990331525;-0.0142645002865
0.6;30;5;45;1.5;-2.4034143081;-0.0514358526242
0.6;30;5;45;2.0;-2.48233019446;-0.0618822869022
0.6;30;5;45;3.0;-2.56943297731;-0.0595416595296
0.6;30;5;45;4.0;-2.81302656426;-0.0942887979751
0.6;30;5;90;0.0;-2.13212864167;-0.00191380475741
0.6;30;5;90;0.5;-2.13775857314;0.0065512596136
0.6;30;5;90;1.0;-2.20687600435;-0.000780808564336
0.6;30;5;90;1.5;-2.37134854288;-0.0427647786078
0.6;30;5;90;2.0;-2.48270510634;-0.0600602959756
0.6;30;5;90;3.0;-2.57041730016;-0.0582649370321
0.6;30;5;90;4.0;-2.81320604044;-0.0994018257218
0.6;30;5;125;0.0;-2.11018958493;0.00764480645112
0.6;30;5;125;0.5;-2.13074530197;0.00909446557779
0.6;30;5;125;1.0;-2.2294402665;-0.00853489157027
0.6;30;5;125;1.5;-2.3484529527;-0.0350612832681
0.6;30;5;125;2.0;-2.48577368705;-0.0632537528944
0.6;30;5;125;3.0;-2.57391080962;-0.0618468208519
0.6;30;5;125;4.0;-2.80946298154;-0.0984082882254
0.6;30;5;180;0.0;-2.12836968492;0.000363288100077
0.6;30;5;180;0.5;-2.13180874311;0.0119674363169
0.6;30;5;180;1.0;-2.22517575875;-0.0105980544295
0.6;30;5;180;1.5;-2.37729044981;-0.0411553024626
0.6;30;5;180;2.0;-2.48161687795;-0.0621410242846
0.6;30;5;180;3.0;-2.57517205661;-0.0585663497619
0.6;30;5;180;4.0;-2.78571450795;-0.0884331871389
0.6;30;10;0;0.0;-2.11455656471;0.00342528741866
0.6;30;10;0;0.5;-2.13631754291;0.00486792386304
0.6;30;10;0;1.0;-2.23683151851;-0.0153386020827
0.6;30;10;0;1.5;-2.39303772713;-0.0504495246294
0.6;30;10;0;2.0;-2.4754259853;-0.0618327145904
0.6;30;10;0;3.0;-2.5645504307;-0.0612653498982
0.6;30;10;0;4.0;-2.80174848963;-0.0963295176775
0.6;30;10;45;0.0;-2.12825307913;-0.00144817215756
0.6;30;10;45;0.5;-2.13566565896;0.00917663968854
0.6;30;10;45;1.0;-2.22414740916;-0.00915117864558
0.6;30;10;45;1.5;-2.33249201941;-0.0326185168196
0.6;30;10;45;2.0;-2.47278977594;-0.0601721344551
0.6;30;10;45;3.0;-2.58274778324;-0.0670640092585
0.6;30;10;45;4.0;-2.78867256796;-0.0904572058824
0.6;30;10;90;0.0;-2.11350773745;0.00552629158203
0.6;30;10;90;0.5;-2.14344853922;0.00542655523598
0.6;30;10;90;1.0;-2.21435855614;-0.00684793156823
0.6;30;10;90;1.5;-2.34859741454;-0.0336726778792
0.6;30;10;90;2.0;-2.47353263785;-0.0576771886672
0.6;30;10;90;3.0;-2.58080522784;-0.0668828976491
0.6;30;10;90;4.0;-2.8111160665;-0.0997041381561
0.6;30;10;125;0.0;-2.10342074781;0.00504466890797
0.6;30;10;125;0.5;-2.12626589242;0.0104803524664
0.6;30;10;125;1.0;-2.20145122909;-0.00248260884206
0.6;30;10;125;1.5;-2.36147292095;-0.0396545222585
0.6;30;10;125;2.0;-2.46475025207;-0.058930020241
0.6;30;10;125;3.0;-2.55485605602;-0.0568820115071
0.6;30;10;125;4.0;-2.77509066416;-0.0858295160465
0.6;30;10;180;0.0;-2.09627107463;0.0100166636179
0.6;30;10;180;0.5;-2.13294984654;0.0037681341579
0.6;30;10;180;1.0;-2.20386786796;-0.00427849675014
0.6;30;10;180;1.5;-2.34404545397;-0.0362001420217
0.6;30;10;180;2.0;-2.46255803194;-0.0572993850925
0.6;30;10;180;3.0;-2.56753260319;-0.0593187587053
0.6;30;10;180;4.0;-2.80874047891;-0.098710241919
0.6;30;15;0;0.0;-2.10809527353;0.000828340627063
0.6;30;15;0;0.5;-2.14212475832;0.00405302191348
0.6;30;15;0;1.0;-2.19622365925;-0.000947808378431
0.6;30;15;0;1.5;-2.36380964616;-0.0402613758129
0.6;30;15;0;2.0;-2.46807923052;-0.0615642341222
0.6;30;15;0;3.0;-2.54998736369;-0.0609415771583
0.6;30;15;0;4.0;-2.79501708451;-0.0986245685964
0.6;30;15;45;0.0;-2.10487499841;0.00454534301145
0.6;30;15;45;0.5;-2.11431874299;0.012463160096
0.6;30;15;45;1.0;-2.1969881908;-0.00117516452498
0.6;30;15;45;1.5;-2.33829499166;-0.0365050541963
0.6;30;15;45;2.0;-2.46953392998;-0.0614093994415
0.6;30;15;45;3.0;-2.56860022276;-0.0647913711819
0.6;30;15;45;4.0;-2.78205845605;-0.0961898682632
0.6;30;15;90;0.0;-2.09317121428;0.00982585112565
0.6;30;15;90;0.5;-2.12990740083;0.00648237909737
0.6;30;15;90;1.0;-2.19514862116;-0.0010472988941
0.6;30;15;90;1.5;-2.36260968524;-0.0393310945475
0.6;30;15;90;2.0;-2.45591771262;-0.0608041936705
0.6;30;15;90;3.0;-2.55736134938;-0.0635255366293
0.6;30;15;90;4.0;-2.78183566814;-0.0942346733722
0.6;30;15;125;0.0;-2.09984235075;0.00438321225564
0.6;30;15;125;0.5;-2.10661104714;0.0156616161547
0.6;30;15;125;1.0;-2.21233526185;-0.0114159559266
0.6;30;15;125;1.5;-2.36104958938;-0.0438269644805
0.6;30;15;125;2.0;-2.44822015249;-0.0533525354997
0.6;30;15;125;3.0;-2.57746729395;-0.0665073466584
0.6;30;15;125;4.0;-2.79963666121;-0.0966191422315
0.6;30;15;180;0.0;-2.06821567963;0.00933285242811
0.6;30;15;180;0.5;-2.12436344483;0.00835879492199
0.6;30;15;180;1.0;-2.19814833016;-0.00380689666092
0.6;30;15;180;1.5;-2.32790179388;-0.0338919548181
0.6;30;15;180;2.0;-2.4479284665;-0.0566955226738
0.6;30;15;180;3.0;-2.54886420081;-0.0597664742741
0.6;30;15;180;4.0;-2.80302477252;-0.0995125296077
0.6;30;20;0;0.0;-2.08085248832;0.00658921702124
0.6;30;20;0;0.5;-2.11014264107;0.00795228153795
0.6;30;20;0;1.0;-2.21201306964;-0.0110210671173
0.6;30;20;0;1.5;-2.33473967656;-0.0371055826725
0.6;30;20;0;2.0;-2.44915171844;-0.0587242676967
0.6;30;20;0;3.0;-2.53669168799;-0.0604919539551
0.6;30;20;0;4.0;-2.78307777583;-0.0970951466846
0.6;30;20;45;0.0;-2.08784829335;0.00815053406584
0.6;30;20;45;0.5;-2.12365214372;0.00513683676923
0.6;30;20;45;1.0;-2.16836872538;0.00673985845861
0.6;30;20;45;1.5;-2.33922237812;-0.0369516118237
0.6;30;20;45;2.0;-2.43731677565;-0.0585104100696
0.6;30;20;45;3.0;-2.53480214762;-0.0556148050673
0.6;30;20;45;4.0;-2.77027980859;-0.093259588481
0.6;30;20;90;0.0;-2.06944076424;0.0133904593117
0.6;30;20;90;0.5;-2.0958705946;0.0122581671099
0.6;30;20;90;1.0;-2.1821769695;-0.00160393674703
0.6;30;20;90;1.5;-2.33165352257;-0.034782676648
0.6;30;20;90;2.0;-2.44041901966;-0.0570294151187
0.6;30;20;90;3.0;-2.53249100682;-0.0552411659919
0.6;30;20;90;4.0;-2.77988075054;-0.0970151876996
0.6;30;20;125;0.0;-2.11000509226;0.00212424116295
0.6;30;20;125;0.5;-2.08993988248;0.0145278440525
0.6;30;20;125;1.0;-2.17322566766;-0.00201003671
0.6;30;20;125;1.5;-2.33851257098;-0.0383313245671
0.6;30;20;125;2.0;-2.43645949791;-0.054687883859
0.6;30;20;125;3.0;-2.52983388641;-0.0615142003947
0.6;30;20;125;4.0;-2.75408221569;-0.0892167915911
0.6;30;20;180;0.0;-2.09471346945;0.00256877442303
0.6;30;20;180;0.5;-2.10571333433;0.00813636285184
0.6;30;20;180;1.0;-2.19068301613;-0.00951908070421
0.6;30;20;180;1.5;-2.33372030837;-0.0378372559087
0.6;30;20;180;2.0;-2.42564130431;-0.0521678842583
0.6;30;20;180;3.0;-2.52928655036;-0.0579595415848
0.6;30;20;180;4.0;-2.73873179019;-0.0885408213523
0.6;45;0;0;0.0;-1.98348556182;0.0127283382146
0.6;45;0;0;0.5;-1.99310509253;0.0180884956088
0.6;45;0;0;1.0;-2.08766815357;0.000869036201925
0.6;45;0;0;1.5;-2.2258026307;-0.0331875061785
0.6;45;0;0;2.0;-2.3150783893;-0.0521775151884
0.6;45;0;0;3.0;-2.41494688305;-0.0535006997489
0.6;45;0;0;4.0;-2.62783867604;-0.0844435588653
0.6;45;0;45;0.0;-1.97773364193;0.0114162401368
0.6;45;0;45;0.5;-2.0116801196;0.0109662569505
0.6;45;0;45;1.0;-2.08146482354;-0.000698490701701
0.6;45;0;45;1.5;-2.24407969321;-0.0389227881751
0.6;45;0;45;2.0;-2.31738459213;-0.0513410549923
0.6;45;0;45;3.0;-2.41396970276;-0.0539780780328
0.6;45;0;45;4.0;-2.62205259676;-0.0786332911501
0.6;45;0;90;0.0;-1.97837427764;0.0111681486069
0.6;45;0;90;0.5;-1.98328648097;0.0245171684119
0.6;45;0;90;1.0;-2.07522261508;-0.000587380172828
0.6;45;0;90;1.5;-2.23278196779;-0.0381291710824
0.6;45;0;90;2.0;-2.31377145956;-0.0480283659704
0.6;45;0;90;3.0;-2.40876911706;-0.0519156483807
0.6;45;0;90;4.0;-2.62215867273;-0.0807694068392
0.6;45;0;125;0.0;-1.97086825894;0.0178262618391
0.6;45;0;125;0.5;-1.99052688754;0.0198373884151
0.6;45;0;125;1.0;-2.07848280782;-0.00295414288896
0.6;45;0;125;1.5;-2.20798640553;-0.0282408167352
0.6;45;0;125;2.0;-2.31362554112;-0.0515243900244
0.6;45;0;125;3.0;-2.40837635991;-0.0502440111223
0.6;45;0;125;4.0;-2.62975199845;-0.0847067952548
0.6;45;0;180;0.0;-1.99890423668;0.00426892006172
0.6;45;0;180;0.5;-1.99304607594;0.0192796807219
0.6;45;0;180;1.0;-2.07899820256;-0.00201658057953
0.6;45;0;180;1.5;-2.19250000335;-0.0236060824867
0.6;45;0;180;2.0;-2.31418649954;-0.0500654097861
0.6;45;0;180;3.0;-2.40655305172;-0.0512583201
0.6;45;0;180;4.0;-2.62927359192;-0.0811588011528
0.6;45;5;0;0.0;-2.00655361301;0.00427553442737
0.6;45;5;0;0.5;-1.98614111076;0.0202000522687
0.6;45;5;0;1.0;-2.09005084227;-0.00363212910433
0.6;45;5;0;1.5;-2.19843994343;-0.0271693436946
0.6;45;5;0;2.0;-2.30161139621;-0.0469454432655
0.6;45;5;0;3.0;-2.41672392678;-0.0519989669924
0.6;45;5;0;4.0;-2.63670514896;-0.0866110685814
0.6;45;5;45;0.0;-1.99157254928;0.00855147752036
0.6;45;5;45;0.5;-1.99380782971;0.015290992958
0.6;45;5;45;1.0;-2.07618344986;0.00311767108304
0.6;45;5;45;1.5;-2.18904324663;-0.0215062372437
0.6;45;5;45;2.0;-2.31936842178;-0.0552243621077
0.6;45;5;45;3.0;-2.42220967306;-0.0557408068907
0.6;45;5;45;4.0;-2.63207373007;-0.0843482524552
0.6;45;5;90;0.0;-1.96037762441;0.0178410527112
0.6;45;5;90;0.5;-1.9856983684;0.0193691118884
0.6;45;5;90;1.0;-2.07684605109;-0.000220712861706
0.6;45;5;90;1.5;-2.24809858061;-0.0431128378052
0.6;45;5;90;2.0;-2.3158414773;-0.05350581785
0.6;45;5;90;3.0;-2.40306473268;-0.0478187394696
0.6;45;5;90;4.0;-2.63224592661;-0.0853901415449
0.6;45;5;125;0.0;-1.97457655903;0.0128265031796
0.6;45;5;125;0.5;-1.98769666812;0.0235269432105
0.6;45;5;125;1.0;-2.06529418042;0.0070821212813
0.6;45;5;125;1.5;-2.19838516281;-0.0258006290455
0.6;45;5;125;2.0;-2.32040536311;-0.0518342910348
0.6;45;5;125;3.0;-2.4097804305;-0.0516809030304
0.6;45;5;125;4.0;-2.63020961764;-0.0828510073202
0.6;45;5;180;0.0;-1.99137971516;0.00789721850425
0.6;45;5;180;0.5;-2.02269384854;0.00732913065353
0.6;45;5;180;1.0;-2.06911836756;0.000608949852894
0.6;45;5;180;1.5;-2.21503604546;-0.0319813622714
0.6;45;5;180;2.0;-2.30672040814;-0.0474544175093
0.6;45;5;180;3.0;-2.38958752898;-0.048624809011
0.6;45;5;180;4.0;-2.62834693134;-0.0883098500858
0.6;45;10;0;0.0;-1.95444056384;0.014410386705
0.6;45;10;0;0.5;-1.99867776438;0.0135750413124
0.6;45;10;0;1.0;-2.0704351827;-0.000292799044631
0.6;45;10;0;1.5;-2.22333243344;-0.0367974045362
0.6;45;10;0;2.0;-2.3070074808;-0.0514317401013
0.6;45;10;0;3.0;-2.40035534508;-0.046823055889
0.6;45;10;0;4.0;-2.6116268394;-0.0775844785342
0.6;45;10;45;0.0;-2.00785090368;0.00166409674223
0.6;45;10;45;0.5;-1.98254850193;0.019178847608
0.6;45;10;45;1.0;-2.08129127038;-0.00260426797229
0.6;45;10;45;1.5;-2.22454655228;-0.0338762222658
0.6;45;10;45;2.0;-2.29644551252;-0.0440686544518
0.6;45;10;45;3.0;-2.39683523829;-0.051228390977
0.6;45;10;45;4.0;-2.61361482327;-0.0811220237453
0.6;45;10;90;0.0;-1.98259901178;0.00882820310978
0.6;45;10;90;0.5;-1.97551653557;0.0231690708717
0.6;45;10;90;1.0;-2.07257797699;0.00254411903696
0.6;45;10;90;1.5;-2.2060705316;-0.0293723395047
0.6;45;10;90;2.0;-2.30349253658;-0.046758008373
0.6;45;10;90;3.0;-2.40386260755;-0.0533534638815
0.6;45;10;90;4.0;-2.6105190945;-0.0775588329054
0.6;45;10;125;0.0;-1.97528421295;0.0107621940355
0.6;45;10;125;0.5;-2.00914952698;0.0105100723501
0.6;45;10;125;1.0;-2.05909348469;0.00418670868302
0.6;45;10;125;1.5;-2.18332244766;-0.0261207355253
0.6;45;10;125;2.0;-2.30132870049;-0.0457444707766
0.6;45;10;125;3.0;-2.39885228823;-0.0532790967793
0.6;45;10;125;4.0;-2.63550495548;-0.0872502303316
0.6;45;10;180;0.0;-1.9476864404;0.0191442052833
0.6;45;10;180;0.5;-1.99320813358;0.0157059436621
0.6;45;10;180;1.0;-2.04505778667;0.0129011071972
0.6;45;10;180;1.5;-2.18074764122;-0.0245448356463
0.6;45;10;180;2.0;-2.29983819661;-0.0470028631882
0.6;45;10;180;3.0;-2.40832434137;-0.0561200587058
0.6;45;10;180;4.0;-2.61823010205;-0.0844804240113
0.6;45;15;0;0.0;-1.96917213534;0.0121515231122
0.6;45;15;0;0.5;-1.97536621688;0.0196744075036
0.6;45;15;0;1.0;-2.05673816059;0.00792801093445
0.6;45;15;0;1.5;-2.21293204699;-0.032238749106
0.6;45;15;0;2.0;-2.29271731995;-0.0432898597482
0.6;45;15;0;3.0;-2.40292146582;-0.0548857218883
0.6;45;15;0;4.0;-2.61211164186;-0.0839994191509
0.6;45;15;45;0.0;-1.98250271193;0.00769888949678
0.6;45;15;45;0.5;-2.00123796107;0.00885270456015
0.6;45;15;45;1.0;-2.07481485688;-0.00123831487457
0.6;45;15;45;1.5;-2.20726440414;-0.0320119786437
0.6;45;15;45;2.0;-2.29681689517;-0.0461158069104
0.6;45;15;45;3.0;-2.39500888889;-0.0521356185473
0.6;45;15;45;4.0;-2.59814614883;-0.0768294144711
0.6;45;15;90;0.0;-1.99568927548;0.00241022853678
0.6;45;15;90;0.5;-1.96957768258;0.0251924145174
0.6;45;15;90;1.0;-2.05757905677;0.00182238121339
0.6;45;15;90;1.5;-2.18088104001;-0.0245922225171
0.6;45;15;90;2.0;-2.29444551403;-0.0494201284875
0.6;45;15;90;3.0;-2.37915692998;-0.0465940184025
0.6;45;15;90;4.0;-2.58787077334;-0.0771680091505
0.6;45;15;125;0.0;-1.95719159543;0.0177112460887
0.6;45;15;125;0.5;-1.97261364554;0.021724749837
0.6;45;15;125;1.0;-2.04919247318;0.0105570075614
0.6;45;15;125;1.5;-2.15956010591;-0.0166490930138
0.6;45;15;125;2.0;-2.2895358656;-0.0457371818218
0.6;45;15;125;3.0;-2.3889207615;-0.049637834644
0.6;45;15;125;4.0;-2.60668691211;-0.0814933651911
0.6;45;15;180;0.0;-1.95441056578;0.0133665227364
0.6;45;15;180;0.5;-1.99231594002;0.0141774318039
0.6;45;15;180;1.0;-2.07722645195;-0.00632624226214
0.6;45;15;180;1.5;-2.18574386208;-0.0254941248667
0.6;45;15;180;2.0;-2.29792540783;-0.049407443015
0.6;45;15;180;3.0;-2.39585746041;-0.0508541752211
0.6;45;15;180;4.0;-2.60334854845;-0.0853475623933
0.6;45;20;0;0.0;-1.97055948325;0.0122629483139
0.6;45;20;0;0.5;-1.98006609346;0.0168066096411
0.6;45;20;0;1.0;-2.05351307012;0.00180252933196
0.6;45;20;0;1.5;-2.21723450548;-0.0365683244462
0.6;45;20;0;2.0;-2.29666454225;-0.0529451941978
0.6;45;20;0;3.0;-2.39666233053;-0.054628891584
